participant_pair_ID,gender_D,gender_P,age_D,age_P,block,trial_number,condition_ID,location_ID,zebra,TTA,ped_crossed_first
22,M,M,21,19,1,16,10,L3,1,5,1
22,M,M,21,19,1,17,19,L2,0,7,1
22,M,M,21,19,1,18,2,L3,1,3,1
22,M,M,21,19,1,19,18,L3,1,7,1
22,M,M,21,19,1,20,13,L1,1,6,1
22,M,M,21,19,2,1,7,L2,0,4,0
22,M,M,21,19,2,2,4,L4,0,3,0
22,M,M,21,19,2,3,14,L3,1,6,1
22,M,M,21,19,2,4,10,L3,1,5,1
22,M,M,21,19,2,5,8,L4,0,4,0
22,M,M,21,19,2,6,12,L4,0,5,0
22,M,M,21,19,2,7,5,L1,1,4,1
22,M,M,21,19,2,8,20,L4,0,7,1
22,M,M,21,19,2,9,19,L2,0,7,0
22,M,M,21,19,2,10,6,L3,1,4,1
22,M,M,21,19,2,11,11,L2,0,5,1
22,M,M,21,19,2,12,2,L3,1,3,1
22,M,M,21,19,2,13,3,L2,0,3,0
22,M,M,21,19,2,14,18,L3,1,7,1
22,M,M,21,19,2,15,17,L1,1,7,1
22,M,M,21,19,2,16,9,L1,1,5,1
22,M,M,21,19,2,17,13,L1,1,6,1
22,M,M,21,19,2,18,15,L2,0,6,0
22,M,M,21,19,2,19,1,L1,1,3,1
22,M,M,21,19,2,20,16,L4,0,6,0
23,F,F,41,24,1,1,18,L3,1,7,1
23,F,F,41,24,1,2,1,L1,1,3,1
23,F,F,41,24,1,3,3,L2,0,3,0
23,F,F,41,24,1,4,5,L1,1,4,1
23,F,F,41,24,1,5,15,L2,0,6,1
23,F,F,41,24,1,6,11,L2,0,5,1
23,F,F,41,24,1,7,16,L4,0,6,1
23,F,F,41,24,1,8,13,L1,1,6,1
23,F,F,41,24,1,9,9,L1,1,5,1
23,F,F,41,24,1,10,19,L2,0,7,1
23,F,F,41,24,1,11,17,L1,1,7,1
23,F,F,41,24,1,12,12,L4,0,5,1
23,F,F,41,24,1,13,8,L4,0,4,0
23,F,F,41,24,1,14,20,L4,0,7,1
23,F,F,41,24,1,15,14,L3,1,6,1
23,F,F,41,24,1,16,6,L3,1,4,1
23,F,F,41,24,1,17,10,L3,1,5,1
23,F,F,41,24,1,18,7,L2,0,4,1
23,F,F,41,24,1,19,4,L4,0,3,0
23,F,F,41,24,1,20,2,L3,1,3,1
23,F,F,41,24,2,1,6,L3,1,4,1
23,F,F,41,24,2,2,20,L4,0,7,1
23,F,F,41,24,2,3,18,L3,1,7,1
23,F,F,41,24,2,4,16,L4,0,6,1
23,F,F,41,24,2,5,10,L3,1,5,1
23,F,F,41,24,2,6,1,L1,1,3,1
23,F,F,41,24,2,7,4,L4,0,3,0
23,F,F,41,24,2,8,17,L1,1,7,1
23,F,F,41,24,2,9,5,L1,1,4,1
23,F,F,41,24,2,10,2,L3,1,3,1
23,F,F,41,24,2,11,11,L2,0,5,1
23,F,F,41,24,2,12,15,L2,0,6,1
23,F,F,41,24,2,13,19,L2,0,7,1
23,F,F,41,24,2,14,8,L4,0,4,1
23,F,F,41,24,2,15,13,L1,1,6,1
23,F,F,41,24,2,16,7,L2,0,4,1
23,F,F,41,24,2,17,12,L4,0,5,1
23,F,F,41,24,2,18,14,L3,1,6,1
23,F,F,41,24,2,19,3,L2,0,3,0
23,F,F,41,24,2,20,9,L1,1,5,1
24,F,F,25,34,1,1,12,L4,0,5,1
24,F,F,25,34,1,2,17,L1,1,7,1
24,F,F,25,34,1,3,4,L4,0,3,0
24,F,F,25,34,1,4,5,L1,1,4,1
24,F,F,25,34,1,5,13,L1,1,6,1
24,F,F,25,34,1,6,16,L4,0,6,1
24,F,F,25,34,1,7,9,L1,1,5,1
24,F,F,25,34,1,8,18,L3,1,7,1
24,F,F,25,34,1,9,19,L2,0,7,1
24,F,F,25,34,1,10,14,L3,1,6,1
24,F,F,25,34,1,11,3,L2,0,3,0
24,F,F,25,34,1,12,15,L2,0,6,1
24,F,F,25,34,1,13,11,L2,0,5,1
24,F,F,25,34,1,14,2,L3,1,3,0
24,F,F,25,34,1,15,8,L4,0,4,1
24,F,F,25,34,1,16,1,L1,1,3,0
24,F,F,25,34,1,17,10,L3,1,5,1
24,F,F,25,34,1,18,6,L3,1,4,1
24,F,F,25,34,1,19,7,L2,0,4,1
24,F,F,25,34,1,20,20,L4,0,7,1
24,F,F,25,34,2,1,13,L1,1,6,1
24,F,F,25,34,2,2,12,L4,0,5,1
24,F,F,25,34,2,3,2,L3,1,3,0
24,F,F,25,34,2,4,4,L4,0,3,0
24,F,F,25,34,2,5,3,L2,0,3,0
24,F,F,25,34,2,6,16,L4,0,6,1
24,F,F,25,34,2,7,6,L3,1,4,1
24,F,F,25,34,2,8,17,L1,1,7,1
24,F,F,25,34,2,9,18,L3,1,7,1
24,F,F,25,34,2,10,1,L1,1,3,0
24,F,F,25,34,2,11,15,L2,0,6,1
24,F,F,25,34,2,12,5,L1,1,4,1
24,F,F,25,34,2,13,20,L4,0,7,1
24,F,F,25,34,2,14,8,L4,0,4,0
24,F,F,25,34,2,15,14,L3,1,6,1
24,F,F,25,34,2,16,10,L3,1,5,1
24,F,F,25,34,2,17,7,L2,0,4,1
24,F,F,25,34,2,18,9,L1,1,5,1
24,F,F,25,34,2,19,11,L2,0,5,1
24,F,F,25,34,2,20,19,L2,0,7,1
25,F,F,32,30,1,1,8,L4,0,4,0
25,F,F,32,30,1,2,19,L2,0,7,0
25,F,F,32,30,1,3,11,L2,0,5,0
25,F,F,32,30,1,4,20,L4,0,7,0
25,F,F,32,30,1,5,7,L2,0,4,0
25,F,F,32,30,1,6,18,L3,1,7,1
25,F,F,32,30,1,7,17,L1,1,7,1
25,F,F,32,30,1,8,10,L3,1,5,1
25,F,F,32,30,1,9,1,L1,1,3,0
25,F,F,32,30,1,10,9,L1,1,5,1
25,F,F,32,30,1,11,15,L2,0,6,0
25,F,F,32,30,1,12,2,L3,1,3,0
25,F,F,32,30,1,13,16,L4,0,6,0
25,F,F,32,30,1,14,4,L4,0,3,0
25,F,F,32,30,1,15,13,L1,1,6,1
25,F,F,32,30,1,16,3,L2,0,3,0
25,F,F,32,30,1,17,5,L1,1,4,0
25,F,F,32,30,1,18,12,L4,0,5,0
25,F,F,32,30,1,19,6,L3,1,4,1
25,F,F,32,30,1,20,14,L3,1,6,1
25,F,F,32,30,2,1,18,L3,1,7,1
25,F,F,32,30,2,2,11,L2,0,5,0
25,F,F,32,30,2,3,20,L4,0,7,0
25,F,F,32,30,2,4,5,L1,1,4,1
25,F,F,32,30,2,5,19,L2,0,7,0
25,F,F,32,30,2,6,2,L3,1,3,0
25,F,F,32,30,2,7,10,L3,1,5,1
25,F,F,32,30,2,8,3,L2,0,3,0
25,F,F,32,30,2,9,15,L2,0,6,0
25,F,F,32,30,2,10,12,L4,0,5,0
25,F,F,32,30,2,11,6,L3,1,4,0
25,F,F,32,30,2,12,4,L4,0,3,0
25,F,F,32,30,2,13,17,L1,1,7,1
25,F,F,32,30,2,14,1,L1,1,3,0
25,F,F,32,30,2,15,13,L1,1,6,1
25,F,F,32,30,2,16,16,L4,0,6,0
25,F,F,32,30,2,17,8,L4,0,4,0
25,F,F,32,30,2,18,7,L2,0,4,0
25,F,F,32,30,2,19,14,L3,1,6,1
25,F,F,32,30,2,20,9,L1,1,5,1
26,F,M,21,19,1,1,18,L3,1,7,1
26,F,M,21,19,1,2,2,L3,1,3,0
26,F,M,21,19,1,3,4,L4,0,3,0
26,F,M,21,19,1,4,6,L3,1,4,1
26,F,M,21,19,1,5,15,L2,0,6,1
26,F,M,21,19,1,6,7,L2,0,4,0
26,F,M,21,19,1,7,13,L1,1,6,1
26,F,M,21,19,1,8,3,L2,0,3,0
26,F,M,21,19,1,9,20,L4,0,7,1
26,F,M,21,19,1,10,5,L1,1,4,1
26,F,M,21,19,1,11,8,L4,0,4,0
26,F,M,21,19,1,12,14,L3,1,6,1
26,F,M,21,19,1,13,19,L2,0,7,1
26,F,M,21,19,1,14,10,L3,1,5,1
26,F,M,21,19,1,15,16,L4,0,6,0
26,F,M,21,19,1,16,17,L1,1,7,1
26,F,M,21,19,1,17,12,L4,0,5,0
26,F,M,21,19,1,18,9,L1,1,5,1
26,F,M,21,19,1,19,11,L2,0,5,0
26,F,M,21,19,1,20,1,L1,1,3,0
26,F,M,21,19,2,1,8,L4,0,4,0
26,F,M,21,19,2,2,18,L3,1,7,1
26,F,M,21,19,2,3,6,L3,1,4,1
26,F,M,21,19,2,4,17,L1,1,7,1
26,F,M,21,19,2,5,1,L1,1,3,0
26,F,M,21,19,2,6,10,L3,1,5,1
26,F,M,21,19,2,7,12,L4,0,5,0
26,F,M,21,19,2,8,14,L3,1,6,1
26,F,M,21,19,2,9,13,L1,1,6,1
26,F,M,21,19,2,10,3,L2,0,3,0
26,F,M,21,19,2,11,7,L2,0,4,0
26,F,M,21,19,2,12,4,L4,0,3,0
26,F,M,21,19,2,13,20,L4,0,7,1
26,F,M,21,19,2,14,9,L1,1,5,1
26,F,M,21,19,2,15,16,L4,0,6,1
26,F,M,21,19,2,16,5,L1,1,4,0
26,F,M,21,19,2,17,11,L2,0,5,0
26,F,M,21,19,2,18,2,L3,1,3,0
26,F,M,21,19,2,19,15,L2,0,6,1
26,F,M,21,19,2,20,19,L2,0,7,1
27,M,M,27,19,1,1,4,L4,0,3,0
27,M,M,27,19,1,2,8,L4,0,4,0
27,M,M,27,19,1,3,7,L2,0,4,0
27,M,M,27,19,1,4,9,L1,1,5,1
27,M,M,27,19,1,5,13,L1,1,6,1
27,M,M,27,19,1,6,2,L3,1,3,1
27,M,M,27,19,1,7,20,L4,0,7,1
27,M,M,27,19,1,8,16,L4,0,6,1
27,M,M,27,19,1,9,10,L3,1,5,1
27,M,M,27,19,1,10,14,L3,1,6,1
27,M,M,27,19,1,11,1,L1,1,3,1
27,M,M,27,19,1,12,5,L1,1,4,1
27,M,M,27,19,1,13,17,L1,1,7,1
27,M,M,27,19,1,14,6,L3,1,4,1
27,M,M,27,19,1,15,15,L2,0,6,1
27,M,M,27,19,1,16,3,L2,0,3,0
27,M,M,27,19,1,17,12,L4,0,5,1
27,M,M,27,19,1,18,11,L2,0,5,1
27,M,M,27,19,1,19,19,L2,0,7,1
27,M,M,27,19,1,20,18,L3,1,7,1
27,M,M,27,19,2,1,1,L1,1,3,0
27,M,M,27,19,2,2,18,L3,1,7,1
27,M,M,27,19,2,3,16,L4,0,6,1
27,M,M,27,19,2,4,11,L2,0,5,1
27,M,M,27,19,2,5,9,L1,1,5,1
27,M,M,27,19,2,6,20,L4,0,7,1
27,M,M,27,19,2,7,17,L1,1,7,1
27,M,M,27,19,2,8,5,L1,1,4,1
27,M,M,27,19,2,9,6,L3,1,4,1
27,M,M,27,19,2,10,7,L2,0,4,0
27,M,M,27,19,2,11,15,L2,0,6,1
27,M,M,27,19,2,12,19,L2,0,7,1
27,M,M,27,19,2,13,8,L4,0,4,0
27,M,M,27,19,2,14,10,L3,1,5,1
27,M,M,27,19,2,15,12,L4,0,5,0
27,M,M,27,19,2,16,14,L3,1,6,1
27,M,M,27,19,2,17,4,L4,0,3,0
27,M,M,27,19,2,18,2,L3,1,3,0
27,M,M,27,19,2,19,13,L1,1,6,1
27,M,M,27,19,2,20,3,L2,0,3,0
28,F,M,41,19,1,1,2,L3,1,3,0
28,F,M,41,19,1,2,4,L4,0,3,0
28,F,M,41,19,1,3,14,L3,1,6,1
28,F,M,41,19,1,4,11,L2,0,5,0
28,F,M,41,19,1,5,17,L1,1,7,1
28,F,M,41,19,1,6,9,L1,1,5,1
28,F,M,41,19,1,7,1,L1,1,3,0
28,F,M,41,19,1,8,12,L4,0,5,0
28,F,M,41,19,1,9,15,L2,0,6,0
28,F,M,41,19,1,10,20,L4,0,7,0
28,F,M,41,19,1,11,18,L3,1,7,1
28,F,M,41,19,1,12,7,L2,0,4,0
28,F,M,41,19,1,13,8,L4,0,4,0
28,F,M,41,19,1,14,6,L3,1,4,1
28,F,M,41,19,1,15,13,L1,1,6,1
28,F,M,41,19,1,16,5,L1,1,4,1
28,F,M,41,19,1,17,19,L2,0,7,0
28,F,M,41,19,1,18,16,L4,0,6,0
28,F,M,41,19,1,19,10,L3,1,5,1
28,F,M,41,19,1,20,3,L2,0,3,0
28,F,M,41,19,2,1,7,L2,0,4,0
28,F,M,41,19,2,2,8,L4,0,4,0
28,F,M,41,19,2,3,11,L2,0,5,0
28,F,M,41,19,2,4,6,L3,1,4,1
28,F,M,41,19,2,5,17,L1,1,7,1
28,F,M,41,19,2,6,4,L4,0,3,0
28,F,M,41,19,2,7,16,L4,0,6,0
28,F,M,41,19,2,8,18,L3,1,7,1
28,F,M,41,19,2,9,9,L1,1,5,1
28,F,M,41,19,2,10,20,L4,0,7,0
28,F,M,41,19,2,11,10,L3,1,5,1
28,F,M,41,19,2,12,2,L3,1,3,0
28,F,M,41,19,2,13,3,L2,0,3,0
28,F,M,41,19,2,14,1,L1,1,3,1
28,F,M,41,19,2,15,15,L2,0,6,0
28,F,M,41,19,2,16,19,L2,0,7,0
28,F,M,41,19,2,17,5,L1,1,4,1
28,F,M,41,19,2,18,14,L3,1,6,1
28,F,M,41,19,2,19,13,L1,1,6,1
28,F,M,41,19,2,20,12,L4,0,5,0
29,F,F,21,29,1,1,19,L2,0,7,1
29,F,F,21,29,1,2,4,L4,0,3,1
29,F,F,21,29,1,3,12,L4,0,5,1
29,F,F,21,29,1,4,10,L3,1,5,1
29,F,F,21,29,1,5,18,L3,1,7,1
29,F,F,21,29,1,6,17,L1,1,7,1
29,F,F,21,29,1,7,2,L3,1,3,1
29,F,F,21,29,1,8,16,L4,0,6,1
29,F,F,21,29,1,9,7,L2,0,4,1
29,F,F,21,29,1,10,1,L1,1,3,1
29,F,F,21,29,1,11,15,L2,0,6,1
29,F,F,21,29,1,12,13,L1,1,6,1
29,F,F,21,29,1,13,9,L1,1,5,1
29,F,F,21,29,1,14,8,L4,0,4,1
29,F,F,21,29,1,15,6,L3,1,4,1
29,F,F,21,29,1,16,11,L2,0,5,1
29,F,F,21,29,1,17,3,L2,0,3,1
29,F,F,21,29,1,18,5,L1,1,4,1
29,F,F,21,29,1,19,20,L4,0,7,1
29,F,F,21,29,1,20,14,L3,1,6,1
29,F,F,21,29,2,1,10,L3,1,5,1
29,F,F,21,29,2,2,19,L2,0,7,1
29,F,F,21,29,2,3,17,L1,1,7,1
29,F,F,21,29,2,4,20,L4,0,7,1
29,F,F,21,29,2,5,3,L2,0,3,1
29,F,F,21,29,2,6,5,L1,1,4,1
29,F,F,21,29,2,7,12,L4,0,5,1
29,F,F,21,29,2,8,9,L1,1,5,1
29,F,F,21,29,2,9,16,L4,0,6,1
29,F,F,21,29,2,10,1,L1,1,3,0
29,F,F,21,29,2,11,18,L3,1,7,1
29,F,F,21,29,2,12,6,L3,1,4,1
29,F,F,21,29,2,13,2,L3,1,3,1
29,F,F,21,29,2,14,13,L1,1,6,1
29,F,F,21,29,2,15,8,L4,0,4,1
29,F,F,21,29,2,16,11,L2,0,5,1
29,F,F,21,29,2,17,15,L2,0,6,1
29,F,F,21,29,2,18,4,L4,0,3,1
29,F,F,21,29,2,19,7,L2,0,4,1
29,F,F,21,29,2,20,14,L3,1,6,1
30,F,F,21,27,1,1,9,L1,1,5,1
30,F,F,21,27,1,2,19,L2,0,7,1
30,F,F,21,27,1,3,10,L3,1,5,1
30,F,F,21,27,1,4,11,L2,0,5,0
30,F,F,21,27,1,5,7,L2,0,4,0
30,F,F,21,27,1,6,2,L3,1,3,1
30,F,F,21,27,1,7,20,L4,0,7,1
30,F,F,21,27,1,8,4,L4,0,3,0
30,F,F,21,27,1,9,6,L3,1,4,1
30,F,F,21,27,1,10,18,L3,1,7,1
30,F,F,21,27,1,11,12,L4,0,5,0
30,F,F,21,27,1,12,1,L1,1,3,1
30,F,F,21,27,1,13,17,L1,1,7,1
30,F,F,21,27,1,14,5,L1,1,4,1
30,F,F,21,27,1,15,16,L4,0,6,0
30,F,F,21,27,1,16,15,L2,0,6,0
30,F,F,21,27,1,17,3,L2,0,3,0
30,F,F,21,27,1,18,14,L3,1,6,1
30,F,F,21,27,1,19,13,L1,1,6,1
30,F,F,21,27,1,20,8,L4,0,4,0
30,F,F,21,27,2,1,1,L1,1,3,1
30,F,F,21,27,2,2,11,L2,0,5,0
30,F,F,21,27,2,3,15,L2,0,6,1
30,F,F,21,27,2,4,17,L1,1,7,1
30,F,F,21,27,2,5,2,L3,1,3,1
30,F,F,21,27,2,6,20,L4,0,7,1
30,F,F,21,27,2,7,4,L4,0,3,0
30,F,F,21,27,2,8,13,L1,1,6,1
30,F,F,21,27,2,9,9,L1,1,5,1
30,F,F,21,27,2,10,8,L4,0,4,0
30,F,F,21,27,2,11,5,L1,1,4,1
30,F,F,21,27,2,12,16,L4,0,6,0
30,F,F,21,27,2,13,18,L3,1,7,1
30,F,F,21,27,2,14,19,L2,0,7,1
30,F,F,21,27,2,15,10,L3,1,5,1
30,F,F,21,27,2,16,12,L4,0,5,0
30,F,F,21,27,2,17,14,L3,1,6,1
30,F,F,21,27,2,18,6,L3,1,4,1
30,F,F,21,27,2,19,3,L2,0,3,0
30,F,F,21,27,2,20,7,L2,0,4,0
31,F,M,38,20,1,1,9,L1,1,5,1
31,F,M,38,20,1,2,5,L1,1,4,0
31,F,M,38,20,1,3,17,L1,1,7,1
31,F,M,38,20,1,4,18,L3,1,7,1
31,F,M,38,20,1,5,10,L3,1,5,1
31,F,M,38,20,1,6,16,L4,0,6,1
31,F,M,38,20,1,7,3,L2,0,3,0
31,F,M,38,20,1,8,12,L4,0,5,1
31,F,M,38,20,1,9,11,L2,0,5,1
31,F,M,38,20,1,10,8,L4,0,4,0
31,F,M,38,20,1,11,14,L3,1,6,1
31,F,M,38,20,1,12,4,L4,0,3,0
31,F,M,38,20,1,13,7,L2,0,4,0
31,F,M,38,20,1,14,6,L3,1,4,0
31,F,M,38,20,1,15,20,L4,0,7,1
31,F,M,38,20,1,16,19,L2,0,7,1
31,F,M,38,20,1,17,13,L1,1,6,1
31,F,M,38,20,1,18,1,L1,1,3,0
31,F,M,38,20,1,19,15,L2,0,6,1
31,F,M,38,20,1,20,2,L3,1,3,0
31,F,M,38,20,2,1,1,L1,1,3,0
31,F,M,38,20,2,2,2,L3,1,3,0
31,F,M,38,20,2,3,17,L1,1,7,1
31,F,M,38,20,2,4,10,L3,1,5,1
31,F,M,38,20,2,5,3,L2,0,3,0
31,F,M,38,20,2,6,15,L2,0,6,1
31,F,M,38,20,2,7,18,L3,1,7,1
31,F,M,38,20,2,8,14,L3,1,6,1
31,F,M,38,20,2,9,19,L2,0,7,1
31,F,M,38,20,2,10,4,L4,0,3,0
31,F,M,38,20,2,11,12,L4,0,5,1
31,F,M,38,20,2,12,13,L1,1,6,1
31,F,M,38,20,2,13,11,L2,0,5,1
31,F,M,38,20,2,14,6,L3,1,4,1
31,F,M,38,20,2,15,7,L2,0,4,0
31,F,M,38,20,2,16,9,L1,1,5,1
31,F,M,38,20,2,17,8,L4,0,4,0
31,F,M,38,20,2,18,5,L1,1,4,1
31,F,M,38,20,2,19,20,L4,0,7,1
31,F,M,38,20,2,20,16,L4,0,6,1
32,F,F,21,21,1,1,12,L4,0,5,1
32,F,F,21,21,1,2,18,L3,1,7,1
32,F,F,21,21,1,3,17,L1,1,7,1
32,F,F,21,21,1,4,5,L1,1,4,1
32,F,F,21,21,1,5,14,L3,1,6,1
32,F,F,21,21,1,6,3,L2,0,3,0
32,F,F,21,21,1,7,4,L4,0,3,0
32,F,F,21,21,1,8,10,L3,1,5,1
32,F,F,21,21,1,9,16,L4,0,6,1
32,F,F,21,21,1,10,20,L4,0,7,1
32,F,F,21,21,1,11,19,L2,0,7,1
32,F,F,21,21,1,12,8,L4,0,4,0
32,F,F,21,21,1,13,13,L1,1,6,1
32,F,F,21,21,1,14,1,L1,1,3,1
32,F,F,21,21,1,15,7,L2,0,4,0
32,F,F,21,21,1,16,6,L3,1,4,1
32,F,F,21,21,1,17,11,L2,0,5,0
32,F,F,21,21,1,18,15,L2,0,6,1
32,F,F,21,21,1,19,9,L1,1,5,1
32,F,F,21,21,1,20,2,L3,1,3,0
32,F,F,21,21,2,1,13,L1,1,6,1
32,F,F,21,21,2,2,3,L2,0,3,0
32,F,F,21,21,2,3,12,L4,0,5,1
32,F,F,21,21,2,4,17,L1,1,7,1
32,F,F,21,21,2,5,9,L1,1,5,1
32,F,F,21,21,2,6,6,L3,1,4,1
32,F,F,21,21,2,7,16,L4,0,6,1
32,F,F,21,21,2,8,15,L2,0,6,1
32,F,F,21,21,2,9,14,L3,1,6,1
32,F,F,21,21,2,10,10,L3,1,5,1
32,F,F,21,21,2,11,2,L3,1,3,1
32,F,F,21,21,2,12,20,L4,0,7,1
32,F,F,21,21,2,13,8,L4,0,4,0
32,F,F,21,21,2,14,18,L3,1,7,1
32,F,F,21,21,2,15,5,L1,1,4,1
32,F,F,21,21,2,16,19,L2,0,7,1
32,F,F,21,21,2,17,11,L2,0,5,0
32,F,F,21,21,2,18,4,L4,0,3,0
32,F,F,21,21,2,19,7,L2,0,4,0
